web-scraper-order,web-scraper-start-url,page-link,page-link-href,Nombre_pieces,Nombre_salle,Supeficie,Adresse
"1716419185-647","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa inachevée - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-inachevee-mbour-4719274","Nbre de pièces5","Nbre de salles de bain2","Superficie150 m2","Dakar, Sénégal"
"1716419187-648","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa inachevée - Maliconde","https://sn.coinafrique.com/annonce/villas/vente-villa-inachevee-maliconde-4719284","Nbre de pièces4","Nbre de salles de bain2","Superficie150 m2","Dakar, Sénégal"
"1716419190-649","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 5 pièces - Hann Bel-Air Marinas","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-hann-bel-air-marinas-4671044","Nbre de pièces4","Superficie150","","Hann Bel-Air, Dakar, Sénégal"
"1716419193-650","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 4 pièces - Thiaroye Azur","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-thiaroye-azur-4720272","Nbre de pièces7","Nbre de salles de bain3","Superficie160 m2","Mbao, Dakar, Sénégal"
"1716419195-651","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 07 pièces - Hann bel-air","https://sn.coinafrique.com/annonce/villas/vente-villa-07-pieces-hann-bel-air-4720446","Nbre de pièces7","Nbre de salles de bain4","Superficie100","Hann Bel-Air, Dakar, Sénégal"
"1716419198-652","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 7 pièces - Great Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-great-dakar-4721977","Nbre de pièces7","Nbre de salles de bain4","Superficie266","Grand Dakar, Dakar, Sénégal"
"1716419200-653","https://sn.coinafrique.com/categorie/villas?page=3","Location villa duplex 5 pièces - Cité biagui","https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-cite-biagui-4677841","Nbre de pièces5","Nbre de salles de bain4","Superficie200","Yoff, Dakar, Sénégal"
"1716419203-654","https://sn.coinafrique.com/categorie/villas?page=3","Vente maison duplex 6 pièces - Maristes EDK","https://sn.coinafrique.com/annonce/villas/vente-maison-duplex-6-pieces-maristes-edk-4678212","Nbre de pièces7","Nbre de salles de bain4","Superficie200 m2","Mariste, Dakar, Sénégal"
"1716419206-655","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa  - Cité Sipres","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-sipres-4681062","Nbre de pièces4","Nbre de salles de bain3","Superficie699 m2","Sicap Liberté, Dakar, Sénégal"
"1716419208-656","https://sn.coinafrique.com/categorie/villas?page=3","Vente villas 4 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-almadies-4681087","Nbre de pièces4","Nbre de salles de bain3","Superficie504 m2","Sicap Liberté, Dakar, Sénégal"
"1716419211-657","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa  -Ngor Almadie","https://sn.coinafrique.com/annonce/villas/vente-villa-ngor-almadie-4681096","Nbre de pièces4","Nbre de salles de bain3","Superficie700 m2","Sicap Liberté, Dakar, Sénégal"
"1716419214-658","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-4681108","Nbre de pièces3","Nbre de salles de bain3","Superficie300 m2","Sicap Liberté, Dakar, Sénégal"
"1716419217-659","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa - Point E","https://sn.coinafrique.com/annonce/villas/vente-villa-point-e-4681608","Superficie534 m2","","","Mbao, Dakar, Sénégal"
"1716419222-660","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 4 pièces -  Keur massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-keur-massar-4723420","Nbre de pièces6","Nbre de salles de bain2","Superficie174 m2","Keur Massar, Sénégal"
"1716419225-661","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 05 pièces - Dieupeul","https://sn.coinafrique.com/annonce/villas/vente-villa-05-pieces-dieupeul-4679130","Superficie110 m2","","","Dieuppeul-Derklé, Dakar, Sénégal"
"1716419227-662","https://sn.coinafrique.com/categorie/villas?page=3","Location villa 8 pièces - VDN","https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-vdn-4679155","","","","Yoff, Dakar, Sénégal"
"1716419230-663","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 8 pièces - Thiaroy Azur","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-thiaroy-azur-4679177","","","","Rufisque, Sénégal"
"1716419233-664","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa - Parcelle Unité 12","https://sn.coinafrique.com/annonce/villas/vente-villa-parcelle-unite-12-4679166","","","","Parcelle Assainies, Dakar, Sénégal"
"1716419235-665","https://sn.coinafrique.com/categorie/villas?page=3","Vente villas 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-saly-4723959","Nbre de pièces3","Nbre de salles de bain3","Superficie810","Saly, Sénégal"
"1716419238-666","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 8 pièces - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-zac-mbao-4684383","Superficie250 m2","","","Dakar, Sénégal"
"1716419240-667","https://sn.coinafrique.com/categorie/villas?page=3","Location villa 3 pièces - HLM Paris Golf","https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-hlm-paris-golf-4683714","Nbre de pièces2","Nbre de salles de bain1","Superficie110 m2","Sicap Liberté, Dakar, Sénégal"
"1716419243-668","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 4 pièces - face Auchan Keur Massar","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-face-auchan-keur-massar-4679859","Nbre de pièces4","Nbre de salles de bain2","Superficie150 m2","Dakar, Sénégal"
"1716419245-669","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-4725855","Superficie287","","","Dakar, Sénégal"
"1716419248-670","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 14 pièces - Sipres","https://sn.coinafrique.com/annonce/villas/vente-villa-14-pieces-sipres-4726156","Superficie300","","","Mbao, Dakar, Sénégal"
"1716419251-671","https://sn.coinafrique.com/categorie/villas?page=3","Vente villas 6 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-almadies-4681124","Nbre de pièces6","Nbre de salles de bain4","Superficie504","Almadies, Dakar, Sénégal"
"1716419253-672","https://sn.coinafrique.com/categorie/villas?page=3","Vente villa 15 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-15-pieces-mbao-4678722","Nbre de pièces15","Nbre de salles de bain8","Superficie400","Mbao, Dakar, Sénégal"
"1716419259-673","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-saly-4726881","Nbre de pièces2","Nbre de salles de bain2","Superficie76 m2","Saly, Sénégal"
"1716419263-674","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 7 pièces - Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-mbao-4698754","Nbre de pièces7","Nbre de salles de bain3","Superficie253","Mbao, Dakar, Sénégal"
"1716419265-675","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 3 pièces - Sicap liberté 5","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-sicap-liberte-5-4698760","Nbre de pièces3","Superficie100","","Sicap Liberté, Dakar, Sénégal"
"1716419268-676","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa5 pièces - Sacré Coeur","https://sn.coinafrique.com/annonce/villas/vente-villa5-pieces-sacre-coeur-4718267","Nbre de pièces5","Nbre de salles de bain3","Superficie180","Sacré-Coeur, Dakar, Sénégal"
"1716419270-677","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Almadies 2","https://sn.coinafrique.com/annonce/villas/vente-villa-almadies-2-4691876","","","","Almadies 2, Dakar, Sénégal"
"1716419273-678","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 5 pièces - Keur massa","https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-keur-massa-4727812","Nbre de pièces4","Superficie153","","Keur Massar, Sénégal"
"1716419275-679","https://sn.coinafrique.com/categorie/villas?page=2","Vente maison - Mbao","https://sn.coinafrique.com/annonce/villas/vente-maison-mbao-4728125","Nbre de pièces5","Nbre de salles de bain2","Superficie150 m2","Mbao, Dakar, Sénégal"
"1716419277-680","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villas-dakar-4728951","","","","Dakar, Sénégal"
"1716419280-681","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Malika","https://sn.coinafrique.com/annonce/villas/vente-villa-malika-4729462","","","","Dakar, Sénégal"
"1716419283-682","https://sn.coinafrique.com/categorie/villas?page=2","Location villa  7 pièces -Virage","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-virage-4731013","Nbre de pièces7","Nbre de salles de bain5","Superficie300 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419285-683","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa R+3 -Cité Apix","https://sn.coinafrique.com/annonce/villas/vente-villa-r3-cite-apix-4731064","Superficie150 m2","","","Keur Massar, Sénégal"
"1716419288-684","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 05 pièces - Grand Yoff","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-grand-yoff-4731664","Nbre de pièces5","Nbre de salles de bain3","Superficie170","Grand Yoff, Dakar, Sénégal"
"1716419290-685","https://sn.coinafrique.com/categorie/villas?page=2","Location villa  7 pièces  -  Nord Foire","https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-nord-foire-4731766","Nbre de pièces7","Nbre de salles de bain5","Superficie350 m2","Dakar, Sénégal"
"1716419293-686","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 03 pièces - Fann-Hock","https://sn.coinafrique.com/annonce/villas/vente-villa-03-pieces-fann-hock-4682914","Nbre de pièces3","Nbre de salles de bain2","Superficie230","Fann, Dakar, Sénégal"
"1716419295-687","https://sn.coinafrique.com/categorie/villas?page=2","Location villas 06 pièces - Ouakam","https://sn.coinafrique.com/annonce/villas/location-villas-06-pieces-ouakam-4682938","Nbre de pièces6","Nbre de salles de bain6","Superficie300","Ouakam, Dakar, Sénégal"
"1716419298-688","https://sn.coinafrique.com/categorie/villas?page=2","Location villa - Saint Louis","https://sn.coinafrique.com/annonce/villas/location-villa-saint-louis-4732026","Nbre de pièces5","Nbre de salles de bain3","Superficie400 m2","Saint Louis, Sénégal"
"1716419300-689","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 6 pièces - Ngor","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-4732473","Nbre de pièces6","Nbre de salles de bain4","Superficie200","Ngor, Dakar, Sénégal"
"1716419303-690","https://sn.coinafrique.com/categorie/villas?page=2","Vente maison 6 pièces - Tivaouane","https://sn.coinafrique.com/annonce/villas/vente-maison-6-pieces-tivaouane-4732567","","","","Guediawaye, Dakar, Sénégal"
"1716419305-691","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 4 pièces -  Parcelles Assainies Unité 21","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-parcelles-assainies-unite-21-4732638","Nbre de pièces9","Nbre de salles de bain9","Superficie150 m2","Parcelle Assainies, Dakar, Sénégal"
"1716419308-692","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 05 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/location-villa-05-pieces-mbour-4733458","Nbre de pièces5","Nbre de salles de bain3","Superficie900","Mbour, Sénégal"
"1716419310-693","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 6 pièces - Fann - Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-fann-mermoz-4684365","Nbre de pièces6","Nbre de salles de bain5","Superficie600","Fann, Dakar, Sénégal"
"1716419313-694","https://sn.coinafrique.com/categorie/villas?page=2","Location villas 7 pièces - Fann Mermoz","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-fann-mermoz-4683768","Nbre de pièces7","Nbre de salles de bain5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419315-695","https://sn.coinafrique.com/categorie/villas?page=2","Location villa R+2 - Somone","https://sn.coinafrique.com/annonce/villas/location-villa-r2-somone-4734336","Nbre de pièces17","Nbre de salles de bain8","Superficie550 m2","Mbour, Sénégal"
"1716419318-696","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-mbour-4734350","Nbre de pièces19","Nbre de salles de bain6","Superficie1000 m2","Mbour, Sénégal"
"1716419320-697","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 10 pièces - Sacré-coeur","https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-sacre-coeur-4734352","Nbre de pièces10","Nbre de salles de bain8","Superficie1","Sacré-Coeur, Dakar, Sénégal"
"1716419323-698","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 04 pièces - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-mbour-4734962","Nbre de pièces4","Nbre de salles de bain1","Superficie90","Mbour, Sénégal"
"1716419325-699","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa duplex 10 pièces - HLM Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-10-pieces-hlm-rufisque-4735160","Nbre de pièces10","Nbre de salles de bain5","Superficie180 m2","Rufisque, Sénégal"
"1716419328-700","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 6 pièces  - Yoff","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-yoff-4691873","Nbre de pièces5","Nbre de salles de bain4","Superficie465 m2","Sicap Liberté, Dakar, Sénégal"
"1716419330-701","https://sn.coinafrique.com/categorie/villas?page=2","Location villas 13 pièces - Fann résidence","https://sn.coinafrique.com/annonce/villas/location-villas-13-pieces-fann-residence-4735461","Nbre de pièces13","Nbre de salles de bain10","Superficie1000","Point E, Dakar, Sénégal"
"1716419333-702","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 6 pièces  - Ngor Almadies","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-almadies-4735770","Nbre de pièces5","Nbre de salles de bain6","Superficie250","Ngor, Dakar, Sénégal"
"1716419335-703","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 5 pièces -  Saly center cite milliardaire","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-center-cite-milliardaire-4736182","Nbre de pièces4","Nbre de salles de bain4","Superficie600 m2","Saly, Sénégal"
"1716419338-704","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 4 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-saly-4736800","Nbre de pièces4","Nbre de salles de bain3","Superficie1000","Saly, Sénégal"
"1716419341-705","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa R+2 - Cité des enseignants Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villa-r2-cite-des-enseignants-rufisque-4737139","Nbre de pièces10","Nbre de salles de bain6","Superficie150 m2","Rufisque, Sénégal"
"1716419343-706","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa R+1 - Parcelle Assainies U26","https://sn.coinafrique.com/annonce/villas/vente-villa-r1-parcelle-assainies-u26-4737177","Nbre de pièces12","Superficie250","","Parcelle Assainies, Dakar, Sénégal"
"1716419346-707","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Scat Urbam","https://sn.coinafrique.com/annonce/villas/vente-villa-scat-urbam-4737427","Nbre de pièces6","Nbre de salles de bain4","Superficie150 m2","Grand Yoff, Dakar, Sénégal"
"1716419348-708","https://sn.coinafrique.com/categorie/villas?page=2","Location villa - Sacré cœur 3","https://sn.coinafrique.com/annonce/villas/location-villa-sacre-cur-3-4738185","Nbre de pièces5","Nbre de salles de bain3","Superficie150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419351-709","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Hacienda","https://sn.coinafrique.com/annonce/villas/vente-villa-hacienda-4692739","Nbre de pièces7","Nbre de salles de bain3","Superficie198 m2","Mbao, Dakar, Sénégal"
"1716419353-710","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 5 pièces - Saly","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-4698171","Nbre de pièces4","Nbre de salles de bain4","Superficie300 m2","Thies, Sénégal"
"1716419356-711","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 2 pièces  -  Ndayane","https://sn.coinafrique.com/annonce/villas/vente-villa-2-pieces-ndayane-4698176","Nbre de pièces4","Nbre de salles de bain4","Superficie1000 m2","Thies, Sénégal"
"1716419358-712","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 6 pièces - Dakar","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-dakar-4740948","Nbre de pièces6","Nbre de salles de bain2","Superficie200","Dakar, Sénégal"
"1716419361-713","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Parcelle Assainies","https://sn.coinafrique.com/annonce/villas/vente-villa-parcelle-assainies-4741695","Superficie200","","","Parcelle Assainies, Dakar, Sénégal"
"1716419363-714","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 06 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villa-06-pieces-almadies-4741887","Nbre de pièces6","Nbre de salles de bain5","Superficie202","Almadies, Dakar, Sénégal"
"1716419366-715","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 2 pièces - Almadies 2","https://sn.coinafrique.com/annonce/villas/vente-villa-2-pieces-almadies-2-4695074","Nbre de pièces2","Nbre de salles de bain1","Superficie145","Almadies 2, Dakar, Sénégal"
"1716419369-716","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 4 pièces - Ouest Foire","https://sn.coinafrique.com/annonce/villas/location-villa-4-pieces-ouest-foire-4742429","Nbre de pièces6","Nbre de salles de bain4","","Ouest Foire, Dakar, Sénégal"
"1716419372-717","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 3 pièces - Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-diamniadio-4743242","Nbre de pièces3","Nbre de salles de bain2","Superficie150","Diamniadio, Sénégal"
"1716419374-718","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 5 pièces - Saly Mbambara","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-mbambara-4725910","Nbre de pièces4","Nbre de salles de bain4","Superficie444 m2","Thies, Sénégal"
"1716419376-719","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 6 pièces - Sicap Amitié 2","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-sicap-amitie-2-4697460","Nbre de pièces6","Nbre de salles de bain4","Superficie669","Point E, Dakar, Sénégal"
"1716419379-720","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 6 pièces - Zone b","https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-zone-b-4697566","Nbre de pièces6","Nbre de salles de bain4","Superficie470","Point E, Dakar, Sénégal"
"1716419381-721","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 04 pièces - Keur Massar unité 5","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-keur-massar-unite-5-4743849","Nbre de pièces4","Nbre de salles de bain3","Superficie150 m2","Keur Massar, Sénégal"
"1716419384-722","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 4 pièces - Saint louis","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-saint-louis-4744032","Nbre de pièces4","Superficie250","","Saint Louis, Sénégal"
"1716419386-723","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 04 pièces - Somone","https://sn.coinafrique.com/annonce/villas/vente-villa-04-pieces-somone-4702057","Nbre de pièces3","Nbre de salles de bain3","Superficie2300 m2","Thies, Sénégal"
"1716419389-724","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 4 pièces - Rufisque","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-rufisque-4745149","Nbre de pièces4","Nbre de salles de bain3","Superficie150","Rufisque, Sénégal"
"1716419391-725","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa  3 pièces -  Ngaparou","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-ngaparou-4711008","Nbre de pièces2","Nbre de salles de bain2","Superficie300 m2","Thies, Sénégal"
"1716419394-726","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa  - Zone B","https://sn.coinafrique.com/annonce/villas/vente-villa-zone-b-4702399","Nbre de pièces3","Nbre de salles de bain2","Superficie160 m2","Sicap Liberté, Dakar, Sénégal"
"1716419397-727","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-zac-mbao-4745643","Nbre de pièces11","Nbre de salles de bain9","Superficie600 m2","Rufisque, Sénégal"
"1716419400-728","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Bourguiba","https://sn.coinafrique.com/annonce/villas/vente-villa-bourguiba-4702526","Nbre de pièces7","Nbre de salles de bain5","Superficie1000 m2","Sicap Liberté, Dakar, Sénégal"
"1716419402-729","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa - Diamagueune","https://sn.coinafrique.com/annonce/villas/vente-villa-diamagueune-4745724","Nbre de pièces5","Nbre de salles de bain2","Superficie150 m2","Guediawaye, Dakar, Sénégal"
"1716419405-730","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 04 pièces - Mermoz-Sacré coeur","https://sn.coinafrique.com/annonce/villas/location-villa-04-pieces-mermoz-sacre-coeur-4745931","Nbre de pièces4","Nbre de salles de bain3","Superficie200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419407-731","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 6 pièces - Amitie2","https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-amitie2-4700134","Nbre de pièces6","Nbre de salles de bain4","Superficie303","Point E, Dakar, Sénégal"
"1716419410-732","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 5 pièces - Point E","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-point-e-4746763","Nbre de pièces5","Nbre de salles de bain3","","Point E, Dakar, Sénégal"
"1716419412-733","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 4 pièces - Thies","https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-thies-4747311","Nbre de pièces3","Nbre de salles de bain2","Superficie225","Thies, Sénégal"
"1716419414-734","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 3 pièces - Thies","https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-thies-4747314","Nbre de pièces4","Nbre de salles de bain4","Superficie200","Thies, Sénégal"
"1716419417-735","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa  4 pièces - Thiès","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-thies-4704323","Nbre de pièces12","Nbre de salles de bain8","Superficie471 m2","Thies, Sénégal"
"1716419419-736","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa  3 pièces - Thies","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-thies-4748958","Nbre de pièces4","Nbre de salles de bain3","Superficie375 m2","Thies, Sénégal"
"1716419422-737","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 4 pièces  - Mbour","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-mbour-4749070","Nbre de pièces10","Nbre de salles de bain5","Superficie625 m2","Dakar, Sénégal"
"1716419425-738","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa  5 pièces - Ngaparou Saly Center","https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ngaparou-saly-center-4705303","Nbre de pièces5","Nbre de salles de bain5","Superficie600 m2","Thies, Sénégal"
"1716419427-739","https://sn.coinafrique.com/categorie/villas?page=2","Location villas 7 pièces - Mamelles","https://sn.coinafrique.com/annonce/villas/location-villas-7-pieces-mamelles-4740210","Nbre de pièces5","Nbre de salles de bain5","Superficie180","Mamelles, Dakar, Sénégal"
"1716419430-740","https://sn.coinafrique.com/categorie/villas?page=2","Vente villas 7 pièces - Almadies","https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-almadies-4740218","Nbre de pièces6","Nbre de salles de bain6","Superficie250","Almadies, Dakar, Sénégal"
"1716419432-741","https://sn.coinafrique.com/categorie/villas?page=2","Vente  villa  duplex 9 pièces -  Grand Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-9-pieces-grand-mbao-4732801","Nbre de pièces9","Superficie150 m2","","Mbao, Dakar, Sénégal"
"1716419434-742","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 4 pièces  -  Cite sonatel sicap foire","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-cite-sonatel-sicap-foire-4741365","Nbre de pièces5","Nbre de salles de bain2","Superficie150 m2","Sicap Liberté, Dakar, Sénégal"
"1716419437-743","https://sn.coinafrique.com/categorie/villas?page=2","Location maison meublée 6 pièces - Toubap Dialaw","https://sn.coinafrique.com/annonce/villas/location-maison-meublee-6-pieces-toubap-dialaw-4700464","","","","Dakar, Sénégal"
"1716419440-744","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 4 pièces - Zac Mbao","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-zac-mbao-4708945","","","","Rufisque, Sénégal"
"1716419442-745","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa -  Cité Alioune Sow de Golf","https://sn.coinafrique.com/annonce/villas/vente-villa-cite-alioune-sow-de-golf-4750811","Superficie170 m2","","","Dakar, Sénégal"
"1716419445-746","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 4 pièces - Scat Urbam","https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-scat-urbam-4750848","Nbre de pièces4","Nbre de salles de bain3","Superficie160","Sicap Liberté, Dakar, Sénégal"
"1716419447-747","https://sn.coinafrique.com/categorie/villas?page=2","Vente Appartement  3 - 4 pièces - Diamniadio","https://sn.coinafrique.com/annonce/villas/vente-appartement-3-4-pieces-diamniadio-4703891","Nbre de pièces3","Nbre de salles de bain2","","Diamniadio, Sénégal"
"1716419450-748","https://sn.coinafrique.com/categorie/villas?page=2","Vente villa 3 pièces - Almadies 2","https://sn.coinafrique.com/annonce/villas/vente-villa-3-pieces-almadies-2-4712896","Nbre de pièces2","Nbre de salles de bain1","Superficie145","Almadies 2, Dakar, Sénégal"
"1716419454-749","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 6 pièces -  Mermoz","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-4724562","Nbre de pièces7","Nbre de salles de bain5","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1716419456-750","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 6 pièces - Sacré cœur 2","https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-cur-2-4713206","Nbre de pièces6","Nbre de salles de bain6","","Sacré-Coeur, Dakar, Sénégal"
"1716419459-751","https://sn.coinafrique.com/categorie/villas?page=2","Location villa 5 pièces - Zone de captage","https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-zone-de-captage-4713202","Nbre de pièces5","Nbre de salles de bain3","","Dakar, Sénégal"
